#word	meanc
savvy	0
sawdust	0
scaffolding	0
scenery	0
scepticism	0
schizophrenia	0
schnapps	0
schooling	0
sciatica	0
scope	0
scorn	0
scum	0
scurvy	0
seamanship	0
seclusion	0
second-class	0
secrecy	0
secularism	0
sediment	0
sedition	0
seepage	0
seersucker	0
selectivity	0
self-assertion	0
self-confidence	0
self-consciousness	0
self-control	0
self-denial	0
self-determination	0
self-esteem	0
self-help	0
self-indulgence	0
self-interest	0
self-pity	0
self-possession	0
self-preservation	0
self-reliance	0
self-respect	0
self-seeking	0
self-sufficiency	0
self-will	0
selling	390
semen	413
seniority	0
sensationalism	0
sensuality	0
sentimentality	0
sepia	0
serenity	0
serge	0
serum	0
servitude	0
sesame	0
severance	0
sewage	0
sewing	0
sexuality	0
shag	0
shale	295
shame	457
shantung	0
sheen	0
sheeting	0
shellac	0
shimmer	0
shine	0
shipping	0
shit	0
shit	0
shoddy	0
shooting	0
shopping	0
shortcake	0
shortening	0
shorthand	0
shortness	0
shouting	0
showmanship	0
shrapnel	0
shrinkage	0
sienna	0
sight-seeing	0
significance	0
silica	0
silicate	0
silicon	0
silt	0
silver	431
simplicity	0
simulation	0
sincerity	0
singing	0
singleness	0
sinusitis	0
slag	251
slang	436
slaughter	0
slavery	475
sleep	475
sleeping	0
sleet	407
slime	384
sloppiness	0
sludge	0
slush	415
smallpox	0
smart	515
smoking	0
smoulder	0
snobbery	0
sobriety	0
soccer	484
sociability	0
socialism	0
sociology	0
soda	470
sodium	331
solder	0
solicitude	0
solidarity	0
solidity	0
solipsism	0
solvency	0
somnolence	0
soot	385
sophistication	0
sorghum	0
soup	435
south	434
southeast	0
sovereignty	0
soy	0
spaghetti	0
spawn	0
specie	0
spelt	0
spelt	0
spinach	384
spiritualism	0
spirituality	0
spite	0
spittle	0
splutter	0
spontaneity	0
sportsmanship	0
spume	0
squalor	0
stability	0
stagnation	0
stamina	0
standing	0
starch	385
stardom	0
starlight	0
starvation	0
statesmanship	0
stationery	0
statuary	0
stature	0
status	0
stead	0
stealth	0
steam	433
steel	434
stenography	0
sterility	0
sterilization	0
sterling	0
stewardship	0
stillness	0
stoicism	0
stoneware	0
storage	0
stout	492
strangulation	0
strife	0
strike	0
strychnine	0
stubble	0
stuffing	0
suavity	0
subjectivity	0
sublimity	0
subservience	0
subsistence	0
subsoil	0
suburbia	0
subversion	0
succour	0
suction	0
suede	393
suet	0
sufferance	0
sufficiency	0
suffocation	0
suitability	0
sulphur	370
sunder	0
sundown	0
sunlight	0
sunstroke	0
superintendence	0
superiority	0
supremacy	0
surf	435
surrealism	0
surveillance	0
surveying	0
suspense	0
suspension	0
sustenance	0
sward	0
sway	0
swearing	0
sweetness	0
swimming	502
syllabification	0
symmetry	0
syntax	0
syphilis	0
systematization	0
tact	0
taffeta	0
take-up	0
talc	0
talcum	0
tallow	0
tannin	0
tapioca	0
tarnish	383
tat	0
taxation	0
tearing	0
tedium	0
telegraphy	0
telepathy	0
temerity	230
tempera	0
temperance	0
tenacity	0
tenderloin	0
tennis	492
terrain	0
tetanus	0
thatch	0
thick	428
thickening	0
thinking	0
thirst	0
thoroughness	0
thrift	0
thrombosis	0
thyme	346
ticking	0
ticking	0
tillage	0
timeliness	0
timidity	0
tinder	0
tinfoil	0
tinsel	0
tipple	0
tiredness	0
today	0
toleration	0
tonight	0
topography	0
torsion	0
totalitarianism	0
totality	0
traction	0
traditionalism	0
traffic	0
training	0
tranquility	0
transcendence	0
transcendentalism	0
transience	0
transit	0
translucence	0
translucency	0
transpiration	0
transportation	570
trash	498
travelling	0
treachery	0
treason	0
trepidation	0
trickery	0
trim	0
tripe	0
troth	0
troy	0
truculence	0
tuberculosis	392
tubing	0
tuition	0
tulle	0
tungsten	0
turpentine	368
tutelage	0
twaddle	0
twilight	0
twill	0
twine	0
twinkle	0
typhoid	0
typhus	0
typography	0
nuance	0
nubile	0
nuclear	0
nucleic	0
nucleic	0
nude	0
nude	0
nudge	0
nudge	0
nudist	0
nugget	0
ugliness	0
nuisance	0
null	0
null	0
nullify	0
numb	369
numb	369
numb	369
number	473
number	473
numbers	0
numeral	0
numeral	0
numerical	0
numerous	0
nun	435
unanimity	0
unbelief	0
unconcern	0
unction	0
underbrush	0
undercut	0
undergrowth	0
underlay	0
underwear	0
undress	0
uneasiness	0
unemployment	0
unification	0
uniformity	0
unison	0
universality	0
nunnery	0
unrest	392
upbringing	0
upholstery	0
upkeep	0
uplift	0
nuptial	0
nuptial	0
uranium	0
urgency	0
urine	0
nurse	452
nurse	452
nursery	422
nurses	0
nursing	0
nursing	0
nurture	0
nusury	0
nut	0
nut	0
nutcracker	0
nutmeg	0
nutrient	0
nutrient	0
nutriment	0
nutritious	0
nutritive	0
nutritive	0
nutshell	0
utter	0
nutting	0
nutting	0
validity	0
vandalism	0
variability	0
vaudeville	0
veal	385
vegetation	0
vehemence	0
veiling	0
vellum	0
velvet	380
velveteen	0
vengeance	0
venison	0
venom	0
ventilation	0
veracity	0
verbiage	0
verdure	0
vermin	0
versatility	0
vertigo	0
verve	0
viability	0
vigilance	0
vigour	0
violence	0
virginity	0
virility	0
virtuosity	0
virulence	0
viscosity	0
visibility	0
visiting	0
vitality	0
vitriol	0
vivacity	0
voile	0
volition	0
vomit	0
voodoo	0
walking	492
wallpaper	0
wampum	312
warfare	0
warmth	0
wartime	0
washing	0
wastage	0
wealth	528
weariness	0
wedlock	0
welfare	457
well-being	0
west	417
wet	458
whalebone	274
wheat	447
wherewithal	0
whey	0
whist	0
whiteness	0
whitening	0
whitewash	0
whiz	0
wholemeal	0
wholesale	0
wickedness	0
wicker	0
widowhood	0
wildfire	0
windward	0
wiring	0
wiring	0
wisdom	518
witchcraft	0
witchery	0
woe	0
womanhood	0
womankind	0
wonderment	0
wont	0
woodwork	0
workmanship	0
wormwood	0
worse	390
worship	0
worst	0
worsted	0
worth	332
wrack	303
wrath	456
wreckage	0
xenophobia	0
yachting	0
yarrow	0
yeast	0
ylon	0
ymph	0
yoga	0
yore	0
young	0
zeal	363
zest	0
zinc	0
zoology	416
o	0
o	0
o	0
o	0
o'	0
o'clock	0
o'er	0
o'er	0
o'er	0
oak	423
oaken	0
oar	377
oar	377
oat	357
oat	357
oath	0
oath	0
oatmeal	346
obdurate	0
obdurate	0
obedient	395
obedient	395
obeisance	0
obelisk	0
obese	535
obey	0
obeys	0
object	0
object	0
object	0
objected	0
objected	0
objection	0
objectionable	0
objective	0
objective	0
objectively	0
objector	0
objects	0
obligate	0
obligate	0
obligation	0
obligatory	0
oblige	0
obliged	0
obliged	0
obliging	0
obliging	0
obliging	0
oblique	280
oblique	280
oblique	280
obliterate	0
obliterate	0
oblivious	360
oblong	0
oblong	0
obnoxious	0
oboe	374
oboist	0
obscene	0
obscenity	0
obscure	362
obscure	362
obscure	362
obscured	0
obscured	0
obscurity	0
obsequious	0
observable	0
observable	0
observance	0
observant	0
observant	0
observation	0
observational	0
observatory	0
observatory	0
observe	0
observe	0
observed	0
observed	0
observer	0
obsess	0
obsessed	0
obsessed	0
obsession	0
obsolescent	0
obsolete	0
obsolete	0
obsolete	0
obstacle	0
obstinate	0
obstinate	0
obstinate	0
obstruct	0
obstruction	0
obstructionist	0
obtain	0
obtainable	0
obtained	0
obtained	0
obtrude	0
obtrusive	0
obtuse	0
obverse	0
obverse	0
obviate	0
obvious	0
obvious	0
obviously	0
ocarina	0
occasion	0
occasion	0
occasional	350
occasional	350
occasionally	0
occasions	0
occident	0
occidental	0
occidental	0
occipital	0
occipital	0
occlusion	0
occlusive	0
occlusive	0
occult	0
occult	0
occupancy	0
occupant	0
occupation	0
occupational	0
occupied	0
occupied	0
occupy	0
occur	0
occurred	0
occurred	0
occurrence	0
occurs	0
ocean	522
ocean	522
oceania	0
oceanographic	0
oceanography	0
ocelot	0
och	0
ochre	0
oct	0
octagon	0
octagon	0
octagonal	0
octave	0
octave	0
octave	0
octet	0
octillion	0
october	0
octopus	0
octoroon	0
ocular	0
ocular	0
oculist	0
odd	0
odd	0
odd	0
oddest	0
oddity	0
oddly	0
oddments	0
ode	338
odious	0
odoriferous	0
odorous	0
odour	0
odyssey	0
oedipus	0
of	217
off	403
off	403
off	403
off	403
off	403
off	403
off	403
offend	454
offended	0
offended	0
offender	0
offending	0
offends	0
offensive	0
offensive	0
offer	0
offer	0
offered	0
offered	0
offering	0
offering	0
offering	0
offers	0
office	425
office	425
officer	0
officer	0
official	0
official	0
officialdom	0
officially	0
officiate	0
officious	0
offlicence	0
offset	0
offshoot	262
offshore	0
offshore	0
oft	0
oft	0
often	0
often	0
oftentimes	0
ogle	0
ogle	0
ogre	0
ogress	0
oh	257
oh	257
oil	413
oil	413
oiled	0
oiled	0
oiled	0
oiled	0
oilskin	0
oilskin	0
oily	0
oily	0
ointment	0
ok	0
okay	414
okay	414
okay	414
okay	414
old	568
old	568
old-fashioned	0
old-time	0
olden	0
olden	0
older	458
oldest	0
oleomargarine	0
olfactory	0
olfactory	0
olive	351
olive	351
oliver	0
olivet	0
olympian	0
olympian	0
olympic	0
olympic	0
omega	0
omega	0
omelet	0
omen	402
omen	402
ominous	0
omission	0
omit	0
omitted	0
omitted	0
omnibus	0
omnibus	0
omnipotent	0
omnipotent	0
omnipresent	0
omniscient	0
omniscient	0
on	290
on	290
on	290
on	290
on	290
once	420
once	420
once	420
once	420
oncoming	0
one	446
one	446
one	446
one	446
one	446
one-horse	0
one-sided	0
oneness	0
oneself	0
onion	452
onion	452
onlooker	0
only	330
only	330
only	330
only	330
onrush	0
onset	0
onset	0
onslaught	0
onto	0
onto	0
onto	0
ontological	0
onward	0
onward	0
onwards	0
ooze	0
opal	305
opal	305
opalescent	0
opaque	0
opaque	0
open	402
open	402
open	402
open-handed	0
open-mouthed	0
opened	0
opened	0
opener	0
opening	0
opening	0
opening	0
opening	0
openly	0
opens	0
operable	0
operand	0
operate	0
operated	0
operated	0
operates	0
operatic	0
operating	0
operating	0
operation	0
operational	0
operative	0
operative	0
operator	0
operetta	0
opiate	0
opiate	0
opiate	0
opine	0
opine	0
opinion	0
opinion	0
opinionated	0
opinionated	0
opium	413
opponent	432
opponent	432
opportune	0
opportunity	0
oppose	0
opposed	0
opposed	0
opposing	0
opposing	0
opposite	0
opposite	0
opposite	0
opposite	0
oppress	0
oppression	0
oppressive	0
oppressor	0
opprobrious	0
opt	0
optative	0
optative	0
opted	0
opted	0
optic	0
optic	0
optic	0
optical	0
optimist	0
optimist	0
optimistic	0
optimum	0
optimum	0
option	0
optional	0
optional	0
opts	0
opulent	0
or	222
or	222
or	222
or	222
oracle	0
oracle	0
oracular	0
oral	0
oral	0
orang	0
orange	467
orange	467
orate	0
oration	0
oration	0
orator	0
oratorical	0
oratorio	0
oratory	0
orb	0
orb	0
orbit	0
orbit	0
orbital	0
orchard	0
orchestra	477
orchestral	0
orchestration	0
orchestre	0
orchid	375
ordain	0
ordeal	0
order	397
order	397
ordered	0
ordered	0
orderly	451
orderly	451
orderly	451
orders	0
ordinance	0
ordinarily	0
ordinary	0
ordinary	0
ordinary	0
ordo	0
ore	0
organ	455
organ	455
organdy	0
organic	0
organism	0
organist	0
organization	0
organize	0
organized	0
organized	0
organized	0
organizer	0
organizes	0
organizing	0
orgasm	0
orgiastic	0
orgy	0
orient	0
orient	0
oriental	0
oriental	0
orientated	0
orientated	0
orifice	0
origin	0
original	0
original	0
originally	0
originally	0
originate	423
originated	0
originated	0
origination	0
originator	0
oriole	0
orleans	0
ornament	0
ornament	0
ornamental	0
ornate	370
ornate	370
ornate	370
ornithologist	0
orphan	0
orphan	0
orphan	0
orphanage	0
orphic	0
orphic	0
orthodox	0
orthodox	0
orthodoxy	0
orthographic	0
orthography	0
orthopedic	0
orthorhombic	0
ory	0
os	0
oscillate	0
oscillating	0
oscillating	0
oscillation	0
oscillator	0
osculation	0
osier	0
osier	0
osmium	0
osmotic	0
osseous	0
ossify	0
ostensible	0
ostensibly	0
ostentatious	0
ostentatiously	0
ostrich	0
ostrich	0
other	307
other	307
other	307
other	307
other	307
otherwise	0
otherwise	0
otherwise	0
otherwise	0
otter	0
otter	0
otto	0
ottoman	0
ottoman	0
ought	0
ought	0
ought	0
ought	0
ought	0
oughtn't	0
ounce	459
ounce	459
our	358
our	358
ours	0
ours	0
ourself	0
ourselves	0
ourselves	0
oust	0
ouster	0
out	430
out	430
out	430
out	430
out	430
out	430
out	430
out-of-door	0
out-of-door	0
out-of-the-way	0
out-of-the-way	0
outback	0
outback	0
outboard	0
outboard	0
outbreak	0
outbreak	0
outbuilding	0
outburst	0
outcast	0
outcast	0
outcast	0
outclass	0
outcome	0
outcrop	0
outcrop	0
outcry	0
outcry	0
outdo	0
outdone	0
outdone	0
outdoor	0
outdoors	0
outdoors	0
outer	0
outer	0
outermost	0
outermost	0
outface	0
outfield	0
outfielder	0
outfit	0
outfit	0
outflow	0
outflow	0
outgo	0
outgo	0
outgoing	0
outgoing	0
outgoing	0
outgrow	0
outgrow	0
outgrowth	0
outhouse	0
outing	0
outing	0
outing	0
outlandish	0
outlast	0
outlaw	0
outlaw	0
outlay	0
outlay	0
outlet	0
outlet	0
outline	0
outline	0
outlive	0
outlook	0
outlook	0
outlying	0
outlying	0
outmoded	0
outmoded	0
outnumber	0
outpatient	0
outpost	0
outpost	0
outpouring	0
outrage	0
outrage	0
outraged	0
outraged	0
outrageous	0
outrages	0
outreach	0
outrigger	0
outright	0
outright	0
outrun	0
outrun	0
outset	0
outshine	0
outside	0
outside	0
outside	0
outside	0
outsider	0
outspoken	0
outspoken	0
outspread	0
outspread	0
outspread	0
outspread	0
outstanding	0
outstanding	0
outstanding	0
outstretched	0
outstretched	0
outstrip	0
outward	0
outward	0
outward	0
outweigh	0
outwit	0
outworn	0
outworn	0
outworn	0
outworn	0
ova	0
oval	0
oval	0
ovary	0
ovation	0
oven	407
over	423
over	423
over	423
over	423
over-	0
over-	0
over-all	0
over-produce	0
overall	0
overall	0
overall	0
overawe	0
overbear	0
overbearing	0
overbearing	0
overblown	0
overblown	0
overboard	0
overburden	0
overcast	0
overcast	0
overcast	0
overcharge	0
overcharge	0
overcoat	0
overcome	0
overcome	0
overcome	0
overcrowd	0
overdo	0
overdone	0
overdone	0
overdone	0
overdone	0
overdue	0
overeat	0
overestimate	0
overestimate	0
overexpose	0
overfall	0
overfall	0
overfeed	0
overfill	0
overflow	0
overflow	0
overflowing	0
overflowing	0
overgrown	0
overgrown	0
overhand	0
overhand	0
overhand	0
overhang	0
overhang	0
overhaul	0
overhaul	0
overhead	0
overhead	0
overhead	0
overhear	0
overheard	0
overheard	0
overheat	0
overhung	0
overhung	0
overhung	0
overjoy	0
overlaid	0
overlaid	0
overlaid	0
overland	0
overland	0
overland	0
overlap	0
overlap	0
overlay	0
overlay	0
overload	0
overload	0
overlook	0
overlook	0
overlooking	0
overlord	0
overlord	0
overly	0
overly	0
overlying	0
overlying	0
overmatch	0
overmatch	0
overmuch	0
overmuch	0
overmuch	0
overnight	0
overnight	0
overnight	0
overpaid	0
overpaid	0
overpayment	0
overpower	0
overproduction	0
overran	0
overrate	0
overreach	0
overreach	0
overridden	0
overridden	0
override	0
overrode	0
overrule	0
overrun	0
overrun	0
overseas	0
overseas	0
overseas	0
oversee	0
overseer	0
overshadow	0
overshoe	0
overshot	0
overshot	0
overshot	0
overshot	0
overshot	0
oversight	0
oversize	0
oversize	0
oversized	0
overspread	0
overstep	0
overt	0
overtake	0
overtaken	0
overtaken	0
overthrew	0
overthrow	0
overthrow	0
overthrown	0
overthrown	0
overtime	0
overtime	0
overtone	0
overtone	0
overtook	0
overture	0
overture	0
overturn	0
overturn	0
overweight	0
overweight	0
overwhelm	0
overwhelmed	0
overwhelmed	0
overwhelming	0
overwork	0
overworked	0
overworked	0
overwrought	0
overwrought	0
oviform	0
owe	0
owing	0
owing	0
owing	0
owl	397
owl	397
own	485
own	485
own	485
owned	0
owned	0
owner	459
owns	0
oxalate	0
oxford	0
oxidation	0
oxide	364
oxidize	0
oxymoron	0
oyster	366
oyster	366
oz	0
oz.	0
pace	0
pace	0
pace	0
paced	0
paced	0
paced	0
pacer	0
paces	0
pacific	0
pacific	0
pacifier	0
pacifist	0
pacify	0
pack	0
pack	0
package	0
package	0
packaging	0
packed	0
packed	0
packer	0
packet	0
packet	0
packing	0
packing	0
acoustics	0
pact	0
pad	0
pad	0
padded	0
padded	0
padded	0
padding	0
padding	0
padding	0
paddle	0
paddle	0
paddock	0
paddock	0
padlock	0
padlock	0
padre	0
paean	178
aeronautics	0
aesthetics	0
pagan	0
pagan	0
page	380
page	380
pageant	0
pageant	0
pageant	0
pages	0
paging	0
paging	0
paging	0
pagoda	0
pah	0
pah	0
paid	487
paid	487
paid	487
pail	354
pain	557
pain	557
painful	0
painfully	0
painless	0
pains	0
painstaking	0
painstaking	0
paint	402
paint	402
painted	0
painted	0
painted	0
painter	0
painting	0
painting	0
painting	0
pair	510
pair	510
pair	510
pairs	0
pakistani	0
pakistani	0
pal	0
pal	0
palace	484
palace	484
palaeography	0
palatable	0
palate	0
palate	0
palate	0
palatial	0
palatial	0
palatine	0
palatine	0
palaver	0
palaver	0
pale	423
pale	423
pale	423
paleo-	0
palette	0
palfrey	0
palfrey	0
paling	0
paling	0
paling	0
palisade	0
palisade	0
pall	231
pall	231
palladian	0
palladium	0
pallet	0
palliative	0
palliative	0
pallid	0
palm	421
palm	421
palmed	0
palmed	0
palmed	0
palmer	0
palmer	0
palmy	0
palpable	0
palpitate	0
pals	0
palsy	0
palsy	0
paltry	0
paltry	0
pam	0
pampa	0
pamper	0
pampered	0
pampered	0
pampered	0
pamphlet	0
pamphlet	0
pan	451
pan	451
panacea	0
panama	0
panama	0
pancake	0
pancake	0
pancreas	0
pandanus	0
pandanus	0
pandemic	0
pandemic	0
pandora	0
pane	346
pane	346
panegyric	0
panegyric	0
panegyric	0
panel	0
panel	0
panel	0
pang	0
pang	0
panic	494
panic	494
panic	494
panjandrum	0
panoply	0
panorama	400
panoramic	0
pans	0
pansy	0
pansy	0
pant	0
pant	0
pantheist	0
pantheon	0
panther	0
pantomime	0
pantomime	0
pantomime	0
pantomimic	0
pantomimic	0
pantry	0
pants	510
pants	510
pap	0
pap	0
papa	0
papacy	0
papal	0
paper	460
paper	460
paper	460
paperback	0
papering	0
papers	0
papery	0
papillary	0
papyrus	0
par	0
par	0
par	0
parable	0
parable	0
parabola	0
parachute	0
parachute	0
parade	463
parade	463
paradigm	0
paradigmatic	0
paradise	0
paradise	0
paradox	315
paradox	315
paradoxical	0
paraffin	0
paragon	0
paragon	0
paragon	0
paragraph	419
paragraph	419
paragraph	419
paragraphing	0
parallel	0
parallel	0
parallel	0
parallelism	0
parallelogram	0
paralysed	0
paralysed	0
paramagnetic	0
parameter	0
paramount	0
paramount	0
paramour	0
paramour	0
parapet	0
parapet	0
paraphernalia	0
paraphrase	0
paraphrase	0
paraplegic	0
paraplegic	0
parapsychology	0
parasite	0
parasite	0
parasitic	0
parasol	0
parasol	0
parcel	418
parcel	418
parcel	418
parcel	418
parcels	0
parch	0
parch	0
parchment	0
pard	0
pardon	413
pardon	413
pardonable	0
pardoner	0
pare	260
parenchyma	0
parent	0
parent	0
parental	0
pariah	0
pariah	0
paring	0
paring	0
paring	0
paris	0
parish	411
parishioner	0
parisian	0
parisian	0
park	508
park	508
parker	0
parking	0
parlance	0
parley	0
parley	0
parliament	0
parliament	0
parliamentary	0
parliamentary	0
parochial	0
parochial	0
parodied	0
parodied	0
parody	0
parody	0
parole	0
parole	0
paroxysm	0
parquet	0
parrot	0
parrot	0
parry	213
parry	213
parsimonious	0
parsnip	0
parsnip	0
parson	0
parsonage	0
part	337
part	337
part	337
part	337
partake	0
partaken	0
partaken	0
partaker	0
partaking	0
partaking	0
parted	0
parted	0
parted	0
parthenon	0
parti	0
partial	0
partial	0
partially	0
participant	0
participant	0
participate	0
participate	0
participate	0
participle	0
particle	0
particular	0
particular	0
particularity	0
particularly	0
particulate	0
parting	0
parting	0
parting	0
partisan	0
partisan	0
partition	0
partition	0
partitions	0
partly	0
partner	0
partner	0
partner	0
partnership	0
partnership	0
partook	0
partridge	0
parts	0
party	0
party	0
party	0
parvenu	0
parvenu	0
pas	0
paschal	0
paschal	0
pasha	0
pass	440
pass	440
pass	440
passable	0
passable	0
passage	0
passage	0
passed	0
passed	0
passenger	0
passenger	0
passer	0
passing	0
passing	0
passing	0
passing	0
passing	0
passion	487
passion	487
passionate	0
passionate	0
passionate	0
passionately	0
passive	0
passive	0
passport	0
passport	0
past	437
past	437
past	437
past	437
past	437
past	437
paste	427
paste	427
paste	427
pasteboard	0
pastel	0
pastel	0
pastern	0
pasteurize	0
pastime	0
pastime	0
pastor	367
pastor	367
pastoral	0
pastoral	0
astrophysics	0
pastry	0
pasture	0
pasture	0
pasty	0
pasty	0
pat	395
pat	395
pat	395
pat	395
patch	423
patch	423
patches	0
patchy	0
pate	0
patent	0
patent	0
patent	0
pater	0
paternal	0
path	447
path	447
pathetic	422
pathetic	422
pathetic	422
athetically	0
athletics	0
pathogenesis	0
pathologic	0
pathological	0
pathologist	0
pathway	0
patient	0
patient	0
patient	0
patiently	0
patina	0
patio	0
patriarch	0
patriarchal	0
patriarchy	0
patrician	0
patrician	0
patrimony	0
patriot	0
patriot	0
patriotic	0
patrol	0
patrol	0
patron	0
patron	0
patronage	0
patroness	0
patronize	0
pats	0
patter	0
pattern	0
pattern	0
pattern	0
patterns	0
patty	0
paul	357
paula	0
paunch	0
paunch	0
paunchy	0
pauper	0
pauper	0
pause	410
pause	410
pave	0
pave	0
paved	0
paved	0
paved	0
pavement	0
pavement	0
pavilion	0
pavilion	0
paving	0
paving	0
pavis	139
pavis	139
paw	0
paw	0
paw	0
pawn	376
pawn	376
pawnshop	0
pax	282
pax	282
pay	0
payable	0
payer	0
paying	0
paymaster	0
payment	0
payment	0
pays	0
ballistics	0
billiards	0
calisthenics	0
ceramics	0
pea	385
peace	503
peaceable	0
peaceful	527
peacemaker	474
peach	459
peach	459
peach	459
peacock	0
peacock	0
peak	0
peak	0
peaked	0
peaked	0
peaked	0
peaky	0
peal	381
peal	381
peanut	0
peanut	0
pear	494
pearl	392
pearl	392
pearl	392
pearly	0
pearly	0
pearly	0
peasant	0
peasant	0
peasantry	0
pebble	0
pebble	0
pebble	0
pebbly	0
pecan	0
peccavi	0
peccavi	0
peck	0
peck	0
economics	0
peculiar	0
peculiar	0
peculiarity	0
pedagogical	0
pedagogue	0
pedagogue	0
pedal	411
pedal	411
pedal	411
pedantic	0
peddle	377
pedestal	0
pedestal	0
pedestrian	0
pedestrian	0
pedigree	0
pedigree	0
pedigreed	0
pediment	0
pedimented	0
pee	0
pee	0
peek	362
peek	362
peel	387
peeled	0
peeled	0
peeled	0
peep	0
peep	0
peeping	0
peeping	0
peer	358
peer	358
peer	358
peerless	0
peevish	0
peg	338
peg	338
pegging	0
pegging	0
electronics	0
pelham	0
pelican	0
pell-mell	0
pell-mell	0
pell-mell	0
pellagra	0
pellet	0
pellet	0
pelt	346
pelt	346
pelting	0
pelting	0
peltry	0
peltry	0
pelvic	0
pembroke	0
pen	425
pen	425
penal	0
penalize	0
penalty	0
penance	0
pence	0
penchant	0
pencil	449
pencil	449
pendant	0
pendant	0
pendent	0
pendent	0
pending	0
pending	0
pending	0
pendulum	0
pendulum	0
penetrate	0
penetrated	0
penetrated	0
penetration	0
penguin	0
peninsula	0
peninsular	0
peninsular	0
penitent	0
penitent	0
penitentiary	0
penitentiary	0
pennant	0
penniless	0
pennon	0
penny	470
penny-wise	0
pension	0
pension	0
pensioner	0
pensive	0
pensive	0
pent	0
pent	0
pent	0
pent	0
pentagon	0
pentagon	0
pentecostal	0
penthouse	0
penthouse	0
penultimate	0
penultimate	0
penurious	0
peon	390
peon	390
peony	0
peony	0
people	612
people	612
people	612
pepper	378
pepper	378
peppercorn	0
peppercorn	0
peppered	0
peppered	0
peppered	0
peppermint	0
peppery	0
per	0
peradventure	0
peradventure	0
percale	0
perceive	0
percentage	0
perceptible	0
perception	0
perceptive	0
perceptive	0
perch	0
perchance	0
perched	0
perched	0
perched	0
percolate	0
percolate	0
percolator	0
percussion	0
percussive	0
peremptory	0
peremptory	0
peremptory	0
perennial	0
perennial	0
perfect	0
perfect	0
perfect	0
perfect	0
perfecting	0
perfecting	0
perfection	0
perfectionism	0
perfectly	0
perfidious	0
perfidy	0
perforate	0
perforate	0
perforate	0
perforated	0
perforated	0
perforated	0
perforce	0
perforce	0
perforce	0
perforce	0
perform	0
performance	0
performed	0
performed	0
performer	0
perfume	0
perfume	0
perfumed	0
perfumed	0
perfumed	0
perfumery	0
perfunctory	0
perfusion	0
perhaps	0
perhaps	0
periclean	0
peril	0
peril	0
perilla	0
perilous	0
perilous	0
perimeter	0
period	0
period	0
period	0
periodic	0
periodical	0
periodical	0
periodicity	0
peripatetic	0
peripatetic	0
peripheral	0
periphery	0
periphrastic	0
perish	434
perishable	0
perishable	0
perishing	0
periwinkle	0
periwinkle	0
perjure	0
perjure	0
perjure	0
perjury	367
perk	0
perk	0
perk	0
perky	0
permanency	0
permanent	447
permanently	0
permeate	0
permian	0
permian	0
permissible	0
permissive	0
permit	435
permit	435
permitted	0
permitted	0
permitting	0
pernicious	0
peroxide	0
perpendicular	0
perpendicular	0
perpendicular	0
perpetrate	0
perpetrated	0
perpetrated	0
perpetrating	0
perpetration	0
perpetrator	0
perpetual	0
perpetual	0
perpetuate	0
perpetuate	0
perpetuates	0
perpetuation	0
perplex	0
perplex	0
perplex	0
perplexed	0
perplexed	0
perplexed	0
perplexed	0
perplexing	0
perplexing	0
perplexity	0
perry	248
perse	210
perse	210
persecute	0
persecution	0
persecutor	0
persevere	0
persian	0
persian	0
persimmon	0
persist	0
persistent	0
person	0
person	0
personage	0
personal	453
personal	453
personal	453
personality	0
personally	0
personification	0
personify	0
perspective	0
perspective	0
perspire	0
persuade	0
persuade	0
persuaded	0
persuaded	0
persuading	0
persuasion	0
persuasive	0
persuasive	0
pert	0
pert	0
pert	0
pertain	0
pertinent	0
pertinent	0
perturb	0
perturbation	0
perusal	0
peruse	0
peruse	0
peruvian	0
peruvian	0
pervade	0
pervasive	0
perverse	0
perversity	0
pervert	0
pervert	0
pervert	0
peso	342
pessimist	0
pessimist	0
pessimistic	0
pest	0
pester	0
pester	0
pestilence	0
pestilent	0
pestilent	0
pestle	241
pestle	241
pet	582
pet	582
pet	582
petal	397
peter	0
peter	0
peters	0
pethics	0
petit	0
petit	0
petite	0
petition	0
petition	0
petitioner	0
petrify	0
petrify	0
petrifying	0
petrol	0
petted	0
petted	0
petted	0
petticoat	0
petticoat	0
petty	0
petty	0
petulant	0
petulant	0
pew	359
pew	359
pewit	134
pfennig	0
pfives	0
pgymnastics	0
phaeton	0
phallic	0
phantom	423
phantom	423
pharmaceutical	0
pharmacist	0
pharmacopoeia	0
pharmacy	0
phase	373
phase	373
phatic	0
pheasant	0
phenomenal	0
phenomenal	0
phew	0
phi	0
phial	0
phial	0
philanthropic	0
philanthropist	0
philharmonic	0
philharmonic	0
philip	0
philippine	0
philippine	0
philistine	0
philistine	0
philological	0
philologist	0
philosopher	0
philosophic	0
philosophic	0
philosophical	0
philosophical	0
philosophy	438
phlegmatic	0
phloem	0
phoebe	0
phoenix	0
phone	460
phone	460
phoned	0
phoned	0
phoneme	0
phonemic	0
phonetic	0
phonetics	0
phoney	0
phoney	0
phonic	0
phoning	0
phonograph	0
phonograph	0
phony	0
phony	0
phosphate	0
phosphide	0
phosphor	0
phosphor	0
phosphorescent	0
phosphorescent	0
phosphorous	0
photo	0
photocopying	0
photogenic	0
photograph	520
photograph	520
photographer	0
photographic	0
photographs	0
photomicrograph	0
phrasal	0
phrase	377
phrase	377
phrases	0
